Date,Open,High,Low,Close,Adj Close,Volume
2019-07-08,39.56999969482422,39.689998626708984,39.2400016784668,39.31999969482422,35.435733795166016,6772300
2019-07-09,39.650001525878906,40.0099983215332,39.41999816894531,39.66999816894531,35.75114822387695,6577000
2019-07-10,40.83000183105469,41.13999938964844,40.54999923706055,40.709999084472656,36.68840408325195,7945000
2019-07-11,41.13999938964844,41.189998626708984,40.83000183105469,40.900001525878906,36.859642028808594,6126600
2019-07-12,41.11000061035156,41.27000045776367,40.81999969482422,41.22999954223633,37.15703582763672,4695800
2019-07-15,41.75,41.93000030517578,41.65999984741211,41.81999969482422,37.688758850097656,5784300
2019-07-16,41.79999923706055,41.95000076293945,41.56999969482422,41.77000045776367,37.643707275390625,6529500
2019-07-17,41.68000030517578,41.90999984741211,41.52000045776367,41.630001068115234,37.51753234863281,5514600
2019-07-18,42.52000045776367,43.22999954223633,42.310001373291016,43.189998626708984,38.92341995239258,11257600
2019-07-19,43.08000183105469,44.02000045776367,43.06999969482422,43.83000183105469,39.50019454956055,11438800
2019-07-22,44.20000076293945,44.880001068115234,44.130001068115234,44.599998474121094,40.194129943847656,10035800
2019-07-23,44.540000915527344,44.58000183105469,44.2400016784668,44.41999816894531,40.03191375732422,6565800
2019-07-24,44.5,44.630001068115234,44.2400016784668,44.540000915527344,40.14006042480469,7130400
2019-07-25,44.209999084472656,44.2400016784668,43.619998931884766,43.619998931884766,39.31093215942383,6593900
2019-07-26,43.72999954223633,43.88999938964844,43.380001068115234,43.459999084472656,39.166751861572266,4399000
2019-07-29,43.52000045776367,43.95000076293945,43.400001525878906,43.939998626708984,39.599327087402344,4138600
2019-07-30,43.400001525878906,43.400001525878906,42.77000045776367,43.11000061035156,38.851322174072266,4938500
2019-07-31,43.029998779296875,43.16999816894531,42.04999923706055,42.630001068115234,38.418739318847656,7592300
2019-08-01,42.75,43.38999938964844,41.599998474121094,41.869998931884766,37.73381042480469,9662800
2019-08-02,41.150001525878906,41.779998779296875,41.0099983215332,41.650001525878906,37.535560607910156,9317000
2019-08-05,40.40999984741211,40.52000045776367,39.779998779296875,39.869998931884766,35.9313850402832,6668400
2019-08-06,41.18000030517578,41.5099983215332,40.88999938964844,41.2599983215332,37.18407440185547,8667700
2019-08-07,41.04999923706055,41.45000076293945,40.79999923706055,41.2599983215332,37.18407440185547,5484700
2019-08-08,41.849998474121094,42.18000030517578,41.75,41.900001525878906,37.7608528137207,7795900
2019-08-09,41.59000015258789,41.709999084472656,41.0,41.40999984741211,37.31925582885742,3480500
2019-08-12,41.04999923706055,41.27000045776367,40.849998474121094,40.959999084472656,36.91372299194336,3463500
2019-08-13,40.630001068115234,41.9900016784668,40.54999923706055,41.84000015258789,37.70677947998047,7697800
2019-08-14,40.849998474121094,41.09000015258789,40.25,40.43000030517578,36.43606185913086,9621800
2019-08-15,40.380001068115234,40.9900016784668,40.34000015258789,40.86000061035156,36.82358932495117,7690100
2019-08-16,41.18000030517578,41.72999954223633,41.150001525878906,41.540000915527344,37.4364128112793,4845700
2019-08-19,42.15999984741211,42.209999084472656,41.650001525878906,41.779998779296875,37.6526985168457,3797600
2019-08-20,42.0,42.220001220703125,41.720001220703125,41.939998626708984,37.796905517578125,7540300
2019-08-21,42.40999984741211,42.63999938964844,42.290000915527344,42.58000183105469,38.373687744140625,3914600
2019-08-22,42.38999938964844,42.4900016784668,41.72999954223633,42.130001068115234,37.9681396484375,3145600
2019-08-23,41.939998626708984,42.150001525878906,40.86000061035156,40.95000076293945,36.90470504760742,7526900
2019-08-26,41.369998931884766,41.54999923706055,41.130001068115234,41.34000015258789,37.25618362426758,5519000
2019-08-27,41.54999923706055,41.68000030517578,41.27000045776367,41.349998474121094,37.26519012451172,4192800
2019-08-28,41.31999969482422,41.77000045776367,41.04999923706055,41.650001525878906,37.535560607910156,3586000
2019-08-29,42.34000015258789,42.56999969482422,42.22999954223633,42.279998779296875,38.10332107543945,5171600
2019-08-30,42.709999084472656,42.88999938964844,42.36000061035156,42.630001068115234,38.418739318847656,5382200
2019-09-03,42.150001525878906,42.15999984741211,41.58000183105469,41.720001220703125,37.59864044189453,4748000
2019-09-04,42.61000061035156,43.150001525878906,42.38999938964844,43.150001525878906,38.88738250732422,4460900
2019-09-05,43.7599983215332,44.5099983215332,43.7599983215332,44.2400016784668,39.86969757080078,7698300
2019-09-06,44.0,44.040000915527344,43.689998626708984,43.709999084472656,39.39205551147461,4325300
2019-09-09,43.90999984741211,44.08000183105469,43.540000915527344,43.849998474121094,39.51822280883789,4677000
2019-09-10,43.599998474121094,44.099998474121094,43.36000061035156,44.099998474121094,39.7435188293457,5001600
2019-09-11,43.90999984741211,44.27000045776367,43.84000015258789,44.220001220703125,39.85166931152344,4016800
2019-09-12,44.290000915527344,44.459999084472656,43.93000030517578,44.06999969482422,39.71648025512695,6577900
