Date,Open,High,Low,Close,20MA,60MA
2013-07-19,0.3614999949932098,0.3632499873638153,0.3522500097751617,0.356000006198883,,
2013-07-22,0.3587499856948852,0.3619999885559082,0.3542500138282776,0.3557499945163727,,
2013-07-23,0.3602499961853027,0.3602499961853027,0.3535000085830688,0.3552500009536743,,
2013-07-24,0.3585000038146972,0.359499990940094,0.3547500073909759,0.3552500009536743,,
2013-07-25,0.3549999892711639,0.3612500131130218,0.3524999916553497,0.3564999997615814,,
2013-07-26,0.3522500097751617,0.3572500050067901,0.3522500097751617,0.3549999892711639,,
2013-07-29,0.3542500138282776,0.3587499856948852,0.3532499969005584,0.3542500138282776,,
2013-07-30,0.3555000126361847,0.3650000095367431,0.3552500009536743,0.3602499961853027,,
2013-07-31,0.3585000038146972,0.3644999861717224,0.3582499921321869,0.3610000014305115,,
2013-08-01,0.3622500002384186,0.3667500019073486,0.3580000102519989,0.3659999966621399,,
2013-08-02,0.3652499914169311,0.3697499930858612,0.3627499938011169,0.3689999878406524,,
2013-08-05,0.3680000007152557,0.3720000088214874,0.3659999966621399,0.3707500100135803,,
2013-08-06,0.3709999918937683,0.371749997138977,0.3644999861717224,0.3652499914169311,,
2013-08-07,0.3632499873638153,0.3687500059604645,0.3630000054836273,0.3650000095367431,,
2013-08-08,0.367000013589859,0.3692499995231628,0.3627499938011169,0.3675000071525574,,
2013-08-09,0.3529999852180481,0.3677499890327453,0.3527500033378601,0.3622500002384186,,
2013-08-12,0.3474999964237213,0.3644999861717224,0.3277499973773956,0.359250009059906,,
2013-08-13,0.3597500026226043,0.3619999885559082,0.3574999868869781,0.3605000078678131,,
2013-08-14,0.3597500026226043,0.3779999911785126,0.359499990940094,0.3757500052452087,,
2013-08-15,0.371749997138977,0.3812499940395355,0.3702499866485595,0.3782500028610229,0.36243750154972076,
2013-08-16,0.3774999976158142,0.3849999904632568,0.3767499923706054,0.3797500133514404,0.3636250019073486,
2013-08-19,0.3774999976158142,0.3787499964237213,0.3734999895095825,0.3737500011920929,0.3645250022411346,
2013-08-20,0.371749997138977,0.3762499988079071,0.3712500035762787,0.3737500011920929,0.3654500022530555,
2013-08-21,0.3714999854564667,0.3762499988079071,0.3704999983310699,0.3720000088214874,0.36628750264644616,
2013-08-22,0.371749997138977,0.3774999976158142,0.371749997138977,0.3740000128746032,0.36716250330209727,
2013-08-23,0.3745000064373016,0.3774999976158142,0.3732500076293945,0.3740000128746032,0.36811250448226923,
2013-08-26,0.3742499947547912,0.3757500052452087,0.3732500076293945,0.3747499883174896,0.36913750320672983,
2013-08-27,0.3712500035762787,0.3737500011920929,0.3687500059604645,0.3700000047683716,0.3696250036358833,
2013-08-28,0.3707500100135803,0.3734999895095825,0.3684999942779541,0.3700000047683716,0.3700750038027763,
2013-08-29,0.3687500059604645,0.3727500140666961,0.3677499890327453,0.3692499995231628,0.37023750394582744,
2013-08-30,0.3695000112056732,0.3704999983310699,0.367000013589859,0.3687500059604645,0.37022500485181803,
2013-09-03,0.3697499930858612,0.3742499947547912,0.3667500019073486,0.3689999878406524,0.37013750374317167,
2013-09-04,0.3689999878406524,0.3747499883174896,0.3684999942779541,0.3725000023841858,0.3705000042915344,
2013-09-05,0.3709999918937683,0.375,0.3707500100135803,0.3734999895095825,0.37092500329017636,
2013-09-06,0.3737500011920929,0.3757500052452087,0.3692499995231628,0.3720000088214874,0.37115000337362286,
2013-09-09,0.375,0.3782500028610229,0.3740000128746032,0.3782500028610229,0.37195000350475305,
2013-09-10,0.3810000121593475,0.3865000009536743,0.3792499899864197,0.3862499892711639,0.373300002515316,
2013-09-11,0.3857499957084656,0.3937500119209289,0.382999986410141,0.3927499949932098,0.3749125018715858,
2013-09-12,0.390749990940094,0.3975000083446502,0.390749990940094,0.3925000131130218,0.37575000226497646,
2013-09-13,0.3937500119209289,0.3967500030994415,0.3910000026226043,0.395000010728836,0.37658750265836716,
2013-09-16,0.398250013589859,0.4009999930858612,0.3937500119209289,0.395249992609024,0.37736250162124635,
2013-09-17,0.3967500030994415,0.3997499942779541,0.395000010728836,0.3964999914169311,0.3785000011324883,
2013-09-18,0.3967500030994415,0.4009999930858612,0.3947499990463257,0.4000000059604645,0.37981250137090683,
2013-09-19,0.4017499983310699,0.4025000035762787,0.3964999914169311,0.398250013589859,0.3811250016093254,
2013-09-20,0.3992500007152557,0.4017499983310699,0.3939999938011169,0.3947499990463257,0.38216250091791154,
2013-09-23,0.3944999873638153,0.3977499902248382,0.3887499868869781,0.3910000026226043,0.3830125004053116,
2013-09-24,0.3912500143051147,0.3939999938011169,0.3889999985694885,0.3925000131130218,0.3839000016450882,
2013-09-25,0.3917500078678131,0.3959999978542328,0.3899999856948852,0.3930000066757202,0.3850500017404556,
2013-09-26,0.3939999938011169,0.3947499990463257,0.3894999921321869,0.3917500078678131,0.3861375018954277,
2013-09-27,0.3887499868869781,0.3919999897480011,0.387250006198883,0.3894999921321869,0.3871500015258789,
2013-09-30,0.3855000138282776,0.3917500078678131,0.3832499980926513,0.3889999985694885,0.3881625011563301,
